what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272905935031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909741484
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1272909746578
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1272909755312
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1272909760000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909767359
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1272909773640
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1272909774437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909781703
started,bundle,org.eclipse.rse.services,3.1.1.v200909160005,"org.eclipse.rse.services",1272909792796
started,bundle,org.eclipse.rse.core,3.1.1.v200909160005,"org.eclipse.rse.core",1272909793062
started,bundle,org.eclipse.rse.ui,3.1.1.v200909160005,"org.eclipse.rse.ui",1272909794640
started,bundle,org.eclipse.rse.subsystems.files.core,3.1.1.v200909160005,"org.eclipse.rse.subsystems.files.core",1272909794656
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1272909794656
started,bundle,org.eclipse.rse.files.ui,3.1.1.v200908061445,"org.eclipse.rse.files.ui",1272909794765
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.0.v200905272300,"org.eclipse.rse.subsystems.shells.core",1272909795406
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1272909795718
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1272909796531
started,bundle,org.eclipse.rse.services.local,2.1.101.v200909160005,"org.eclipse.rse.services.local",1272909796531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909807203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909807890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909823671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909830296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1272909830328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1272909836140
